state,year,sex,pluarlity,age,births
Kansas,2016,Male,Single,15-19 years,1100
Kansas,2016,Male,Single,20-24 years,4366
Kansas,2016,Male,Single,25-29 years,5936
Kansas,2016,Male,Single,30-34 years,5234
Kansas,2016,Male,Single,35-39 years,2006
Kansas,2016,Male,Single,40-44 years,359
Kansas,2016,Male,Single,45-49 years,15
Kansas,2016,Male,Twin,15-19 years,15
Kansas,2016,Male,Twin,20-24 years,94
Kansas,2016,Male,Twin,25-29 years,146
Kansas,2016,Male,Twin,30-34 years,177
Kansas,2016,Male,Twin,35-39 years,85
Kansas,2016,Male,Twin,40-44 years,15
Kansas,2017,Female,Single,15-19 years,955
Kansas,2017,Female,Single,20-24 years,3776
Kansas,2017,Female,Single,25-29 years,5396
Kansas,2017,Female,Single,30-34 years,4641
Kansas,2017,Female,Single,35-39 years,1912
Kansas,2017,Female,Single,40-44 years,339
Kansas,2017,Female,Single,45-49 years,21
Kansas,2017,Female,Twin,15-19 years,20
Kansas,2017,Female,Twin,20-24 years,92
Kansas,2017,Female,Twin,25-29 years,176
Kansas,2017,Female,Twin,30-34 years,162
Kansas,2017,Female,Twin,35-39 years,99
Kansas,2017,Female,Twin,40-44 years,16
Kansas,2017,Male,Single,15-19 years,1055
Kansas,2017,Male,Single,20-24 years,4009
Kansas,2017,Male,Single,25-29 years,5720
Kansas,2017,Male,Single,30-34 years,5028
Kansas,2017,Male,Single,35-39 years,2061
Kansas,2017,Male,Single,40-44 years,345
Kansas,2017,Male,Single,45-49 years,14
Kansas,2017,Male,Twin,15-19 years,27
Kansas,2017,Male,Twin,20-24 years,114
Kansas,2017,Male,Twin,25-29 years,211
Kansas,2017,Male,Twin,30-34 years,178
Kansas,2017,Male,Twin,35-39 years,101
Kansas,2017,Male,Twin,40-44 years,11
Kansas,2018,Female,Single,15-19 years,927
Kansas,2018,Female,Single,20-24 years,3699
Kansas,2018,Female,Single,25-29 years,5405
Kansas,2018,Female,Single,30-34 years,4726
Kansas,2018,Female,Single,35-39 years,1999
Kansas,2018,Female,Single,40-44 years,347
Kansas,2018,Female,Single,45-49 years,23
Kansas,2018,Female,Twin,15-19 years,17
Kansas,2018,Female,Twin,20-24 years,79
Kansas,2018,Female,Twin,25-29 years,160
Kansas,2018,Female,Twin,30-34 years,192
Kansas,2018,Female,Twin,35-39 years,73
Kansas,2018,Female,Twin,40-44 years,17
Kansas,2018,Male,Single,15-19 years,978
Kansas,2018,Male,Single,20-24 years,3994
Kansas,2018,Male,Single,25-29 years,5618
Kansas,2018,Male,Single,30-34 years,4884
Kansas,2018,Male,Single,35-39 years,2122
Kansas,2018,Male,Single,40-44 years,347
Kansas,2018,Male,Single,45-49 years,14
Kansas,2018,Male,Twin,15-19 years,11
Kansas,2018,Male,Twin,20-24 years,72
Kansas,2018,Male,Twin,25-29 years,193
Kansas,2018,Male,Twin,30-34 years,207
Kansas,2018,Male,Twin,35-39 years,108
Kansas,2018,Male,Twin,40-44 years,19
Kansas,2019,Female,Single,Under 15 years,11
Kansas,2019,Female,Single,15-19 years,894
Kansas,2019,Female,Single,20-24 years,3684
Kansas,2019,Female,Single,25-29 years,5245
Kansas,2019,Female,Single,30-34 years,4579
Kansas,2019,Female,Single,35-39 years,1956
Kansas,2019,Female,Single,40-44 years,395
Kansas,2019,Female,Single,45-49 years,28
Kansas,2019,Female,Twin,15-19 years,25
Kansas,2019,Female,Twin,20-24 years,86
Kansas,2019,Female,Twin,25-29 years,149
Kansas,2019,Female,Twin,30-34 years,167
Kansas,2019,Female,Twin,35-39 years,100
Kansas,2019,Female,Twin,40-44 years,15
Kansas,2019,Female,Triplet,30-34 years,11
Kansas,2019,Male,Single,15-19 years,919
Kansas,2019,Male,Single,20-24 years,3696
Kansas,2019,Male,Single,25-29 years,5479
Kansas,2019,Male,Single,30-34 years,4802
Kansas,2019,Male,Single,35-39 years,2205
Kansas,2019,Male,Single,40-44 years,379
Kansas,2019,Male,Single,45-49 years,12
Kansas,2019,Male,Twin,15-19 years,19
Kansas,2019,Male,Twin,20-24 years,103
Kansas,2019,Male,Twin,25-29 years,141
Kansas,2019,Male,Twin,30-34 years,135
Kansas,2019,Male,Twin,35-39 years,114
Kansas,2019,Male,Twin,40-44 years,11
Kentucky,2016,Female,Single,Under 15 years,22
Kentucky,2016,Female,Single,15-19 years,2111
Kentucky,2016,Female,Single,20-24 years,6969
Kentucky,2016,Female,Single,25-29 years,8099
Kentucky,2016,Female,Single,30-34 years,5935
Kentucky,2016,Female,Single,35-39 years,2435
Kentucky,2016,Female,Single,40-44 years,428
Kentucky,2016,Female,Single,45-49 years,19
Kentucky,2016,Female,Twin,15-19 years,38
Kentucky,2016,Female,Twin,20-24 years,189
Kentucky,2016,Female,Twin,25-29 years,284
Kentucky,2016,Female,Twin,30-34 years,270
Kentucky,2016,Female,Twin,35-39 years,134
Kentucky,2016,Female,Twin,40-44 years,14
Kentucky,2016,Female,Triplet,25-29 years,13
Kentucky,2016,Female,Triplet,30-34 years,18
Kentucky,2016,Male,Single,Under 15 years,20
Kentucky,2016,Male,Single,15-19 years,2143
Kentucky,2016,Male,Single,20-24 years,7453
Kentucky,2016,Male,Single,25-29 years,8458
Kentucky,2016,Male,Single,30-34 years,6282
Kentucky,2016,Male,Single,35-39 years,2584
Kentucky,2016,Male,Single,40-44 years,444
Kentucky,2016,Male,Single,45-49 years,30
Kentucky,2016,Male,Twin,15-19 years,39
Kentucky,2016,Male,Twin,20-24 years,219
Kentucky,2016,Male,Twin,25-29 years,292
Kentucky,2016,Male,Twin,30-34 years,279
Kentucky,2016,Male,Twin,35-39 years,156
Kentucky,2016,Male,Twin,40-44 years,16
Kentucky,2016,Male,Triplet,25-29 years,11
Kentucky,2017,Female,Single,Under 15 years,17
Kentucky,2017,Female,Single,15-19 years,1920
Kentucky,2017,Female,Single,20-24 years,6852
Kentucky,2017,Female,Single,25-29 years,8146
Kentucky,2017,Female,Single,30-34 years,5799
Kentucky,2017,Female,Single,35-39 years,2424
Kentucky,2017,Female,Single,40-44 years,441
Kentucky,2017,Female,Single,45-49 years,20
Kentucky,2017,Female,Twin,15-19 years,33
Kentucky,2017,Female,Twin,20-24 years,182
Kentucky,2017,Female,Twin,25-29 years,284
Kentucky,2017,Female,Twin,30-34 years,263
Kentucky,2017,Female,Twin,35-39 years,112
Kentucky,2017,Female,Twin,40-44 years,27
Kentucky,2017,Female,Triplet,30-34 years,11
Kentucky,2017,Male,Single,Under 15 years,19
Kentucky,2017,Male,Single,15-19 years,2077
Kentucky,2017,Male,Single,20-24 years,7258
Kentucky,2017,Male,Single,25-29 years,8492
Kentucky,2017,Male,Single,30-34 years,6270
Kentucky,2017,Male,Single,35-39 years,2658
Kentucky,2017,Male,Single,40-44 years,466
Kentucky,2017,Male,Single,45-49 years,19
Kentucky,2017,Male,Twin,15-19 years,30
Kentucky,2017,Male,Twin,20-24 years,176
Kentucky,2017,Male,Twin,25-29 years,292
Kentucky,2017,Male,Twin,30-34 years,266
Kentucky,2017,Male,Twin,35-39 years,137
Kentucky,2017,Male,Twin,40-44 years,24
Kentucky,2017,Male,Triplet,30-34 years,11
Kentucky,2018,Female,Single,Under 15 years,11
Kentucky,2018,Female,Single,15-19 years,1761
Kentucky,2018,Female,Single,20-24 years,6737
Kentucky,2018,Female,Single,25-29 years,8025
Kentucky,2018,Female,Single,30-34 years,5868
Kentucky,2018,Female,Single,35-39 years,2532
Kentucky,2018,Female,Single,40-44 years,403
Kentucky,2018,Female,Single,45-49 years,31
Kentucky,2018,Female,Twin,15-19 years,49
Kentucky,2018,Female,Twin,20-24 years,159
Kentucky,2018,Female,Twin,25-29 years,278
Kentucky,2018,Female,Twin,30-34 years,222
Kentucky,2018,Female,Twin,35-39 years,139
Kentucky,2018,Female,Twin,40-44 years,26
Kentucky,2018,Male,Single,Under 15 years,13
Kentucky,2018,Male,Single,15-19 years,1969
Kentucky,2018,Male,Single,20-24 years,7067
Kentucky,2018,Male,Single,25-29 years,8248
Kentucky,2018,Male,Single,30-34 years,6247
Kentucky,2018,Male,Single,35-39 years,2695
Kentucky,2018,Male,Single,40-44 years,459
Kentucky,2018,Male,Single,45-49 years,22
Kentucky,2018,Male,Twin,15-19 years,37
Kentucky,2018,Male,Twin,20-24 years,164
Kentucky,2018,Male,Twin,25-29 years,280
Kentucky,2018,Male,Twin,30-34 years,269
Kentucky,2018,Male,Twin,35-39 years,143
Kentucky,2018,Male,Twin,40-44 years,28
Kentucky,2019,Female,Single,Under 15 years,18
Kentucky,2019,Female,Single,15-19 years,1657
Kentucky,2019,Female,Single,20-24 years,6596
Kentucky,2019,Female,Single,25-29 years,7856
Kentucky,2019,Female,Single,30-34 years,5913
Kentucky,2019,Female,Single,35-39 years,2512
Kentucky,2019,Female,Single,40-44 years,500
Kentucky,2019,Female,Single,45-49 years,31
Kentucky,2019,Female,Twin,15-19 years,33
Kentucky,2019,Female,Twin,20-24 years,141
Kentucky,2019,Female,Twin,25-29 years,281
Kentucky,2019,Female,Twin,30-34 years,248
Kentucky,2019,Female,Twin,35-39 years,117
Kentucky,2019,Female,Twin,40-44 years,14
Kentucky,2019,Female,Triplet,35-39 years,10
Kentucky,2019,Male,Single,Under 15 years,14
Kentucky,2019,Male,Single,15-19 years,1744
Kentucky,2019,Male,Single,20-24 years,6863
Kentucky,2019,Male,Single,25-29 years,8289
Kentucky,2019,Male,Single,30-34 years,6223
Kentucky,2019,Male,Single,35-39 years,2618
Kentucky,2019,Male,Single,40-44 years,486
Kentucky,2019,Male,Single,45-49 years,22
Kentucky,2019,Male,Twin,15-19 years,30
Kentucky,2019,Male,Twin,20-24 years,143
Kentucky,2019,Male,Twin,25-29 years,251
Kentucky,2019,Male,Twin,30-34 years,265
Kentucky,2019,Male,Twin,35-39 years,121
Kentucky,2019,Male,Twin,40-44 years,18
Kentucky,2019,Male,Triplet,25-29 years,12
Louisiana,2016,Female,Single,Under 15 years,39
Louisiana,2016,Female,Single,15-19 years,2147
Louisiana,2016,Female,Single,20-24 years,8001
Louisiana,2016,Female,Single,25-29 years,9380
Louisiana,2016,Female,Single,30-34 years,6951
Louisiana,2016,Female,Single,35-39 years,2830
Louisiana,2016,Female,Single,40-44 years,536
Louisiana,2016,Female,Single,45-49 years,38
Louisiana,2016,Female,Twin,15-19 years,53
Louisiana,2016,Female,Twin,20-24 years,239
Louisiana,2016,Female,Twin,25-29 years,335
Louisiana,2016,Female,Twin,30-34 years,305
Louisiana,2016,Female,Twin,35-39 years,145
Louisiana,2016,Female,Twin,40-44 years,15
Louisiana,2016,Female,Triplet,25-29 years,19
Louisiana,2016,Female,Triplet,30-34 years,15
Louisiana,2016,Male,Single,Under 15 years,41
Louisiana,2016,Male,Single,15-19 years,2311
Louisiana,2016,Male,Single,20-24 years,8401
Louisiana,2016,Male,Single,25-29 years,9645
Louisiana,2016,Male,Single,30-34 years,7197
Louisiana,2016,Male,Single,35-39 years,2885
Louisiana,2016,Male,Single,40-44 years,496
Louisiana,2016,Male,Single,45-49 years,28
Louisiana,2016,Male,Twin,15-19 years,34
Louisiana,2016,Male,Twin,20-24 years,237
Louisiana,2016,Male,Twin,25-29 years,332
Louisiana,2016,Male,Twin,30-34 years,305
Louisiana,2016,Male,Twin,35-39 years,124
Louisiana,2016,Male,Twin,40-44 years,23
Louisiana,2016,Male,Triplet,25-29 years,23
Louisiana,2016,Male,Triplet,30-34 years,15
Louisiana,2017,Female,Single,Under 15 years,29
Louisiana,2017,Female,Single,15-19 years,2080
Louisiana,2017,Female,Single,20-24 years,7664
Louisiana,2017,Female,Single,25-29 years,8962
Louisiana,2017,Female,Single,30-34 years,6749
Louisiana,2017,Female,Single,35-39 years,2846
Louisiana,2017,Female,Single,40-44 years,471
Louisiana,2017,Female,Single,45-49 years,22
Louisiana,2017,Female,Twin,15-19 years,42
Louisiana,2017,Female,Twin,20-24 years,216
Louisiana,2017,Female,Twin,25-29 years,306
Louisiana,2017,Female,Twin,30-34 years,286
Louisiana,2017,Female,Twin,35-39 years,142
Louisiana,2017,Female,Twin,40-44 years,30
Louisiana,2017,Female,Triplet,30-34 years,14
Louisiana,2017,Male,Single,Under 15 years,28
Louisiana,2017,Male,Single,15-19 years,2104
Louisiana,2017,Male,Single,20-24 years,7880
Louisiana,2017,Male,Single,25-29 years,9325
Louisiana,2017,Male,Single,30-34 years,7162
Louisiana,2017,Male,Single,35-39 years,2974
Louisiana,2017,Male,Single,40-44 years,516
Louisiana,2017,Male,Single,45-49 years,40
Louisiana,2017,Male,Twin,15-19 years,43
Louisiana,2017,Male,Twin,20-24 years,231
Louisiana,2017,Male,Twin,25-29 years,328
Louisiana,2017,Male,Twin,30-34 years,314
Louisiana,2017,Male,Twin,35-39 years,127
Louisiana,2017,Male,Twin,40-44 years,28
Louisiana,2017,Male,Triplet,25-29 years,10
Louisiana,2017,Male,Triplet,30-34 years,13
Louisiana,2018,Female,Single,Under 15 years,25
Louisiana,2018,Female,Single,15-19 years,1847
Louisiana,2018,Female,Single,20-24 years,7244
Louisiana,2018,Female,Single,25-29 years,8798
Louisiana,2018,Female,Single,30-34 years,6699
Louisiana,2018,Female,Single,35-39 years,2988
Louisiana,2018,Female,Single,40-44 years,540
Louisiana,2018,Female,Single,45-49 years,21
Louisiana,2018,Female,Twin,15-19 years,38
Louisiana,2018,Female,Twin,20-24 years,180
Louisiana,2018,Female,Twin,25-29 years,348
Louisiana,2018,Female,Twin,30-34 years,278
Louisiana,2018,Female,Twin,35-39 years,133
Louisiana,2018,Female,Twin,40-44 years,31
Louisiana,2018,Female,Triplet,30-34 years,14
Louisiana,2018,Male,Single,Under 15 years,28
Louisiana,2018,Male,Single,15-19 years,2060
Louisiana,2018,Male,Single,20-24 years,7513
Louisiana,2018,Male,Single,25-29 years,9143
Louisiana,2018,Male,Single,30-34 years,6928
Louisiana,2018,Male,Single,35-39 years,3128
Louisiana,2018,Male,Single,40-44 years,543
Louisiana,2018,Male,Single,45-49 years,17
Louisiana,2018,Male,Twin,15-19 years,46
Louisiana,2018,Male,Twin,20-24 years,214
Louisiana,2018,Male,Twin,25-29 years,336
Louisiana,2018,Male,Twin,30-34 years,265
Louisiana,2018,Male,Twin,35-39 years,133
Louisiana,2018,Male,Twin,40-44 years,17
Louisiana,2018,Male,Triplet,30-34 years,17
Louisiana,2019,Female,Single,Under 15 years,26
Louisiana,2019,Female,Single,15-19 years,1932
Louisiana,2019,Female,Single,20-24 years,6812
Louisiana,2019,Female,Single,25-29 years,8685
Louisiana,2019,Female,Single,30-34 years,6663
Louisiana,2019,Female,Single,35-39 years,3057
Louisiana,2019,Female,Single,40-44 years,551
Louisiana,2019,Female,Single,45-49 years,20
Louisiana,2019,Female,Twin,15-19 years,25
Louisiana,2019,Female,Twin,20-24 years,217
Louisiana,2019,Female,Twin,25-29 years,306
Louisiana,2019,Female,Twin,30-34 years,250
Louisiana,2019,Female,Twin,35-39 years,130
Louisiana,2019,Female,Twin,40-44 years,23
Louisiana,2019,Male,Single,Under 15 years,32
Louisiana,2019,Male,Single,15-19 years,2018
Louisiana,2019,Male,Single,20-24 years,7291
Louisiana,2019,Male,Single,25-29 years,8943
Louisiana,2019,Male,Single,30-34 years,7183
Louisiana,2019,Male,Single,35-39 years,3212
Louisiana,2019,Male,Single,40-44 years,548
Louisiana,2019,Male,Single,45-49 years,21
Louisiana,2019,Male,Twin,15-19 years,32
Louisiana,2019,Male,Twin,20-24 years,174
Louisiana,2019,Male,Twin,25-29 years,299
Louisiana,2019,Male,Twin,30-34 years,278
Louisiana,2019,Male,Twin,35-39 years,135
Louisiana,2019,Male,Twin,40-44 years,18
Louisiana,2019,Male,Triplet,25-29 years,13
Louisiana,2019,Male,Triplet,30-34 years,11
Maine,2016,Female,Single,15-19 years,270
Maine,2016,Female,Single,20-24 years,1203
Maine,2016,Female,Single,25-29 years,1911
Maine,2016,Female,Single,30-34 years,1719
Maine,2016,Female,Single,35-39 years,746
Maine,2016,Female,Single,40-44 years,140
Maine,2016,Female,Twin,20-24 years,27
Maine,2016,Female,Twin,25-29 years,43
Maine,2016,Female,Twin,30-34 years,50
Maine,2016,Female,Twin,35-39 years,37
Maine,2016,Female,Twin,40-44 years,12
Maine,2016,Male,Single,15-19 years,296
Maine,2016,Male,Single,20-24 years,1255
Maine,2016,Male,Single,25-29 years,2002
Maine,2016,Male,Single,30-34 years,1789
Maine,2016,Male,Single,35-39 years,811
Maine,2016,Male,Single,40-44 years,143
Maine,2016,Male,Twin,20-24 years,31
Maine,2016,Male,Twin,25-29 years,65
Maine,2016,Male,Twin,30-34 years,60
Maine,2016,Male,Twin,35-39 years,35
Maine,2016,Male,Twin,40-44 years,10
Maine,2017,Female,Single,15-19 years,264
Maine,2017,Female,Single,20-24 years,1115
Maine,2017,Female,Single,25-29 years,1812
Maine,2017,Female,Single,30-34 years,1789
Maine,2017,Female,Single,35-39 years,758
Maine,2017,Female,Single,40-44 years,132
Maine,2017,Female,Twin,20-24 years,32
Maine,2017,Female,Twin,25-29 years,39
Maine,2017,Female,Twin,30-34 years,81
Maine,2017,Female,Twin,35-39 years,40
Maine,2017,Male,Single,15-19 years,232
Maine,2017,Male,Single,20-24 years,1178
Maine,2017,Male,Single,25-29 years,1859
Maine,2017,Male,Single,30-34 years,1749
Maine,2017,Male,Single,35-39 years,851
Maine,2017,Male,Single,40-44 years,156
Maine,2017,Male,Twin,20-24 years,26
Maine,2017,Male,Twin,25-29 years,47
Maine,2017,Male,Twin,30-34 years,70
Maine,2017,Male,Twin,35-39 years,24
Maine,2018,Female,Single,15-19 years,215
Maine,2018,Female,Single,20-24 years,1094
Maine,2018,Female,Single,25-29 years,1762
Maine,2018,Female,Single,30-34 years,1767
Maine,2018,Female,Single,35-39 years,830
Maine,2018,Female,Single,40-44 years,170
Maine,2018,Female,Twin,20-24 years,30
Maine,2018,Female,Twin,25-29 years,55
Maine,2018,Female,Twin,30-34 years,69
Maine,2018,Female,Twin,35-39 years,39
Maine,2018,Male,Single,15-19 years,200
Maine,2018,Male,Single,20-24 years,1131
Maine,2018,Male,Single,25-29 years,1889
Maine,2018,Male,Single,30-34 years,1848
Maine,2018,Male,Single,35-39 years,810
Maine,2018,Male,Single,40-44 years,147
Maine,2018,Male,Twin,20-24 years,29
Maine,2018,Male,Twin,25-29 years,50
Maine,2018,Male,Twin,30-34 years,78
Maine,2018,Male,Twin,35-39 years,42
Maine,2019,Female,Single,15-19 years,158
Maine,2019,Female,Single,20-24 years,1027
Maine,2019,Female,Single,25-29 years,1689
Maine,2019,Female,Single,30-34 years,1773
Maine,2019,Female,Single,35-39 years,819
Maine,2019,Female,Single,40-44 years,182
Maine,2019,Female,Single,45-49 years,10
Maine,2019,Female,Twin,20-24 years,13
Maine,2019,Female,Twin,25-29 years,57
Maine,2019,Female,Twin,30-34 years,64
Maine,2019,Female,Twin,35-39 years,45
Maine,2019,Male,Single,15-19 years,180
Maine,2019,Male,Single,20-24 years,1003
Maine,2019,Male,Single,25-29 years,1727
Maine,2019,Male,Single,30-34 years,1736
Maine,2019,Male,Single,35-39 years,897
Maine,2019,Male,Single,40-44 years,139
Maine,2019,Male,Twin,20-24 years,34
Maine,2019,Male,Twin,25-29 years,55
Maine,2019,Male,Twin,30-34 years,89
Maine,2019,Male,Twin,35-39 years,48
Maryland,2016,Female,Single,Under 15 years,22
Maryland,2016,Female,Single,15-19 years,1414
Maryland,2016,Female,Single,20-24 years,5513
Maryland,2016,Female,Single,25-29 years,9522
Maryland,2016,Female,Single,30-34 years,10769
Maryland,2016,Female,Single,35-39 years,5880
Maryland,2016,Female,Single,40-44 years,1218
Maryland,2016,Female,Single,45-49 years,78
Maryland,2016,Female,Single,50 years and over,16
Maryland,2016,Female,Twin,15-19 years,27
Maryland,2016,Female,Twin,20-24 years,170
Maryland,2016,Female,Twin,25-29 years,295
Maryland,2016,Female,Twin,30-34 years,417
Maryland,2016,Female,Twin,35-39 years,289
Maryland,2016,Female,Twin,40-44 years,66
Maryland,2016,Female,Twin,45-49 years,20
Maryland,2016,Female,Triplet,30-34 years,14
Maryland,2016,Female,Triplet,35-39 years,12
Maryland,2016,Male,Single,Under 15 years,16
Maryland,2016,Male,Single,15-19 years,1539
Maryland,2016,Male,Single,20-24 years,5708
Maryland,2016,Male,Single,25-29 years,9915
Maryland,2016,Male,Single,30-34 years,11349
Maryland,2016,Male,Single,35-39 years,6204
Maryland,2016,Male,Single,40-44 years,1319
Maryland,2016,Male,Single,45-49 years,90
Maryland,2016,Male,Single,50 years and over,13
Maryland,2016,Male,Twin,15-19 years,37
Maryland,2016,Male,Twin,20-24 years,151
Maryland,2016,Male,Twin,25-29 years,278
Maryland,2016,Male,Twin,30-34 years,379
Maryland,2016,Male,Twin,35-39 years,254
Maryland,2016,Male,Twin,40-44 years,72
Maryland,2016,Male,Twin,45-49 years,16
Maryland,2016,Male,Triplet,30-34 years,11
Maryland,2016,Male,Triplet,35-39 years,14
Maryland,2017,Female,Single,Under 15 years,16
Maryland,2017,Female,Single,15-19 years,1227
Maryland,2017,Female,Single,20-24 years,5214
Maryland,2017,Female,Single,25-29 years,9116
Maryland,2017,Female,Single,30-34 years,10846
Maryland,2017,Female,Single,35-39 years,6026
Maryland,2017,Female,Single,40-44 years,1343
Maryland,2017,Female,Single,45-49 years,95
Maryland,2017,Female,Twin,15-19 years,24
Maryland,2017,Female,Twin,20-24 years,143
Maryland,2017,Female,Twin,25-29 years,305
Maryland,2017,Female,Twin,30-34 years,421
Maryland,2017,Female,Twin,35-39 years,295
Maryland,2017,Female,Twin,40-44 years,67
Maryland,2017,Female,Twin,45-49 years,16
Maryland,2017,Female,Triplet,30-34 years,16
Maryland,2017,Male,Single,Under 15 years,23
Maryland,2017,Male,Single,15-19 years,1395
Maryland,2017,Male,Single,20-24 years,5534
Maryland,2017,Male,Single,25-29 years,9540
Maryland,2017,Male,Single,30-34 years,11149
Maryland,2017,Male,Single,35-39 years,6199
Maryland,2017,Male,Single,40-44 years,1287
Maryland,2017,Male,Single,45-49 years,79
Maryland,2017,Male,Twin,15-19 years,21
Maryland,2017,Male,Twin,20-24 years,131
Maryland,2017,Male,Twin,25-29 years,281
Maryland,2017,Male,Twin,30-34 years,377
Maryland,2017,Male,Twin,35-39 years,297
Maryland,2017,Male,Twin,40-44 years,58
Maryland,2017,Male,Twin,45-49 years,17
Maryland,2017,Male,Triplet,30-34 years,11
Maryland,2018,Female,Single,Under 15 years,15
Maryland,2018,Female,Single,15-19 years,1288
Maryland,2018,Female,Single,20-24 years,4820
